institutionCode,DayEventDate,MonthEventDate,YearEventData,Year_description,occurrenceID,Acronym,Catalogue number,genus,GBIF tax ID,scientificName_accepted,scientificNameAuthorship,taxonID,kingdom,scientificName,otherCatalogNumber,individualCount,typestatus,sex,locality,Country,decimalLatitude,decimalLongitude,eventDate,Reference,Familia
Ugent,26,9,1972,unknown,Ugent:UGMD:100011,UGMD,100011,Diplopeltula,136405052,"Diplopeltula pulchra Vincx & Gourbault, 1992","Vincx & Gourbault, 1992",4349054,Animalia,"Diplopeltula pulchra Vincx & Gourbault, 1992 (Animalia)",ZIRUG 011,8,Holotype   ,Male,Southern Bight of the North Sea,Belgium,52.608333333,4.079166667,1972-09-25T23:00:00Z,,Diplopeltidae
Ugent,28,2,1972,unknown,Ugent:UGMD:100012,UGMD,100012,Diplopeltula,136405052,"Diplopeltula pulchra Vincx & Gourbault, 1992","Vincx & Gourbault, 1992",4349054,Animalia,"Diplopeltula belgica Vincx & Gourbault, 1992 ",ZIRUG 012,5,Holotype   ,Male,"Southern Bight of the North Sea, M1323",Belgium,51.543611111,3.350555556,1972-02-27T23:00:00Z,,Diplopeltidae
Ugent,7,1,1972,unknown,Ugent:UGMD:100013,UGMD,100013,Diplopeltula,135788538,"Diplopeltula striolata Vincx & Gourbault, 1992","Vincx & Gourbault, 1992",4349042,Animalia,"Diplopeltula striolata Vincx & Gourbault, 1992 (Animalia)",ZIRUG 013,6,Holotype   ,Male,Southern Bight of the North Sea M8,Belgium,51.473611111,2.55,1972-01-06T23:00:00Z,,Diplopeltidae
Ugent,12,5,1972,unknown,Ugent:UGMD:100014,UGMD,100014,Diplopeltula,135765273,"Diplopeltula curta Vincx, 1992","Vincx, 1992",4349056,Animalia,"Diplopeltula curta Vincx, 1992 (Animalia)",ZIRUG 014,8,Holotype   ,Male,Southern Bight of the North Sea,Belgium,51.281111111,1.95,1972-05-11T23:00:00Z,,Diplopeltidae
Ugent,,,,2012,Ugent:UGMD:100015,UGMD,100015,Diplopeltula,135784172,"Diplopeltula nellyae Vincx & Gourbault, 1992","Vincx & Gourbault, 1992",4349045,Animalia,"Diplopeltula nellyae Vincx & Gourbault, 1992 (Animalia)",ZIRUG 015,5,  Paratype ,Male," Loyaut6 Basin, New Caledonia",France,-22.217777778,167.484166667,1985-09-05,,Diplopeltidae
Ugent,,,,2012,Ugent:UGMD:100016,UGMD,100016,Diplopeltula,135784172,"Diplopeltula nellyae Vincx & Gourbault, 1992","Vincx & Gourbault, 1992",4349045,Animalia,"Diplopeltula nellyae Vincx & Gourbault, 1992 (Animalia)",ZIRUG 016,4,  Paratype ,Male,"Station 86, New Caledonia",France,-21.016666667,166.952222222,1985-09/06,,Diplopeltidae
Ugent,,,,unknown,Ugent:UGMD:100017,UGMD,100017,Diplopeltula,136407692,"Diplopeltula indica Gerlach, 1962","Gerlach, 1962",4349053,Animalia,"Diplopeltula indica Gerlach, 1962 (Animalia)",ZIRUG 017,4,,Male,"La D6sirade, FWI, Anse Petite Rivi6re,
sample 38, littoral, medium sand, 12 December
1982; La Guadeloupe, Grande-Terre, Le Moule,
sample 150, littoral calcareous poorly sorted fine
sand with pebbles;
",Guadeloupe,16.333055556,,1983-12-11,,Diplopeltidae
Ugent,,,,unknown,Ugent:UGMD:100018,UGMD,100018,Pseudochromadora,136290278,"Pseudochromadora incubans Gourbault & Vincx, 1990","Gourbault & Vincx, 1990",4350475,Animalia,"Pseudochromadora incubans Gourbault & Vincx, 1990 (Animalia)",ZIRUG 018,,,, Grand Cui-de-Sac marin,Guadeloupe,16.265,-61.55099999999999,,"Nemtltologica 36 (1990): 131-143, E. J. Brill, Leiden",
Ugent,,,,unknown,Ugent:UGMD:100019,UGMD,100019,Pseudochromadora,136290278,"Pseudochromadora incubans Gourbault & Vincx, 1990","Gourbault & Vincx, 1990",4350475,Animalia,"Pseudochromadora incubans Gourbault & Vincx, 1990 (Animalia)",ZIRUG 019,,,, Grand Cui-de-Sac marin,Guadeloupe,16.265,-61.55099999999999,,"Nemtltologica 36 (1990): 131-143, E. J. Brill, Leiden",
Ugent,,,,unknown,Ugent:UGMD:100020,UGMD,100020,Croconema,136405808,"Croconema otti Gourbault & Vincx, 1990","Gourbault & Vincx, 1990",4350572,Animalia,"Croconema otti Gourbault & Vincx, 1990 (Animalia)",ZIRUG 020,,,, Grand Cui-de-Sac marin,Guadeloupe,16.265,-61.55099999999999,,"Nemtltologica 36 (1990): 131-143, E. J. Brill, Leiden",Desmodoridae
Ugent,15,12,1981,unknown,Ugent:UGMD:100021,UGMD,100021,Cucullitylenchus,136431163,"Cucullitylenchus amazonensis Huang & Raski, 1986","Huang & Raski, 1986",7025329,Animalia,"Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia)",ZIRUG 021,1,Paratype,,"Km 45 Rodovia Manaus-Boas Vista, AM ",Brasil,-14.235004,-51.92528,1981-12-14T23:00:00Z,,Tylenchidae
Ugent,15,12,1981,unknown,Ugent:UGMD:100022,UGMD,100022,Cucullitylenchus,136431163,"Cucullitylenchus amazonensis Huang & Raski, 1986","Huang & Raski, 1986",7025329,Animalia,"Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia)",ZIRUG 022,19,Paratype,,"Km 45 Rodovia Manaus-Boas Vista, AM ",Brasil,-14.235004,-51.92528,1981-12-14T23:00:00Z,http://horizon.documentation.ird.fr/exl-doc/pleins_textes/pleins_textes_5/pt5/nemato/25468.pdf,Tylenchidae
Ugent,15,12,1981,unknown,Ugent:UGMD:100023,UGMD,100023,Cucullitylenchus,136431163,"Cucullitylenchus amazonensis Huang & Raski, 1986","Huang & Raski, 1986",7025329,Animalia,"Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia)",ZIRUG 023,2,Paratype,,"Km 45 Rodovia Manaus-Boas Vista, AM Collected by C. S. Huang and J. E. Cares in
December 1981 from the Fruit Tree Experiment
Station, INPA-Institut0 Nacional de Pesquisas de
Amazonas, Km 45, Highway Manaus-Boa Vista, State
of Amazonas, Brazil. ",Brasil,-14.235004,-51.92528,1981-12-14T23:00:00Z,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:100024,UGMD,100024,Cucullitylenchus,136431163,"Cucullitylenchus amazonensis Huang & Raski, 1986","Huang & Raski, 1986",7025329,Animalia,"Cucullitylenchus amazonensis Huang & Raski, 1986 (Animalia)",ZIRUG 024,4,,,,,,,,,Tylenchidae
Ugent,,,,unknown,Ugent:UGMD:100025,UGMD,100025,Xiphinema,136514450,"Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987","Huang, Uesugi & Raski, 1987",7019334,Animalia,"Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987 (Animalia)",ZIRUG 025,,,,,,,,,,Longidoridae
Ugent,,,,unknown,Ugent:UGMD:100026,UGMD,100026,Xiphinema,136514450,"Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987","Huang, Uesugi & Raski, 1987",7019334,Animalia,"Xiphinema clavicaudatum Huang, Uesugi & Raski, 1987 (Animalia)",ZIRUG 026,,,,,,,,,,Longidoridae
Ugent,,,,unknown,Ugent:UGMD:100027,UGMD,100027,Paralongidorus,136607463,"Paralongidorus cebensis Heyns & Coomans, 1989","Heyns & Coomans, 1989",7019081,Animalia,"Paralongidorus cebensis Heyns & Coomans, 1989 (Animalia)",ZIRUG 027,,  Paratype ,1 female,Eastern Cape,South Africa,,,,,
Ugent,31,7,1986,unknown,Ugent:UGMD:100028,UGMD,100028,Theristus,136424630,"Theristus tessae Heyns & Coomans, 1989","Heyns & Coomans, 1989",7020713,Animalia,"Theristus tessae Heyns & Coomans, 1989 [=> Penzancia tessae (Heyns & Coomans, 1989)] (Animalia)",ZIRUG 028,1,Holotype   ,1 female,,Namibia,-22.95764,18.49041,1986-07-30T22:00:00Z,,Xyalidae
Ugent,31,7,1986,unknown,Ugent:UGMD:100029,UGMD,100029,Chronogaster,143109595,Chronogaster,,2283256,Animalia,Chronogaster (Animalia),ZIRUG 029,5,,,,,,,1986-07-30T22:00:00Z,,Leptolaimidae
Ugent,31,7,1986,unknown,Ugent:UGMD:100030,UGMD,100030,Theristus,136424630,"Theristus tessae Heyns & Coomans, 1989","Heyns & Coomans, 1989",7020713,Animalia,"Theristus tessae Heyns & Coomans, 1989 [=> Penzancia tessae (Heyns & Coomans, 1989)] (Animalia)",ZIRUG 030,1,  Paratype ,1 female,,Namibia,-22.95764,18.49041,1986-07-30T22:00:00Z,,Xyalidae
Ugent,,,,unknown,Ugent:UGMD:100031,UGMD,100031,Theristus,136424630,"Theristus tessae Heyns & Coomans, 1989","Heyns & Coomans, 1989",7020713,Animalia,"Theristus tessae Heyns & Coomans, 1989 [=> Penzancia tessae (Heyns & Coomans, 1989)] (Animalia)",ZIRUG 031,1,  Paratype ,1 female,Fish River,Namibia,-22.95764,18.49041,,,Xyalidae
Ugent,,,,unknown,Ugent:UGMD:100032,UGMD,100032,Belondira,136512701,"Belondira tumicauda Coomans & Baqri, 1972","Coomans & Baqri, 1972",7019696,Animalia,"Belondira tumicauda Coomans & Baqri, 1972 (Animalia)",ZIRUG 032,4 of 6,Holotype Paratype ,"1 female, 1 juvenile",,Congo,-0.228021,15.827659,,,Belondiridae
Ugent,,,,unknown,Ugent:UGMD:100033,UGMD,100033,Discolaimus,141497588,Discolaimus,,2282615,Animalia,Discolaimus (Animalia),ZIRUG 033,,,,,,,,,,
Ugent,,,,unknown,Ugent:UGMD:100034,UGMD,100034,Xiphinema,136432725,"Xiphinema basilgoodeyi Coomans, 1965","Coomans, 1965",4554499,Animalia,"Xiphinema basilgoodeyi Coomans, 1965 (Animalia)",ZIRUG 034,7,Holotype Paratype ,2 females,roots of Coffea arabica L. in Congo,Democratic Republic of the Congo,,,,Nematologica 10(4):581-593,Longidoridae
Ugent,,,,unknown,Ugent:UGMD:100035,UGMD,100035,Discolaimus,141497588,Discolaimus,,2282615,Animalia,Discolaimus (Animalia),ZIRUG 035,,,,,,,,,,
Ugent,,,,unknown,Ugent:UGMD:100036,UGMD,100036,Oncholaimus,136434066,"Oncholaimus deconincki Heyns & Coomans, 1977","Heyns & Coomans, 1977",7015154,Animalia,"Oncholaimus deconincki Heyns & Coomans, 1977 (Animalia)",ZIRUG 036,,,,,,,,,,
Ugent,,,,unknown,Ugent:UGMD:100037,UGMD,100037,Oncholaimus,136434066,"Oncholaimus deconincki Heyns & Coomans, 1977","Heyns & Coomans, 1977",7015154,Animalia,"Oncholaimus deconincki Heyns & Coomans, 1977 (Animalia)",ZIRUG 037,,,,,,,,,,
Ugent,,,,unknown,Ugent:UGMD:100038,UGMD,100038,Croconema,136405808,"Croconema otti Gourbault & Vincx, 1990","Gourbault & Vincx, 1990",4350572,Animalia,"Croconema otti Gourbault & Vincx, 1990 (Animalia)",ZIRUG 038,,,,,,,,,,
Ugent,,,,unknown,Ugent:UGMD:100039,UGMD,100039,Perspiria,,,,,,Perspiria megamphidia,ZIRUG 039,3,,,,,,,,,
Ugent,,,,unknown,Ugent:UGMD:100040,UGMD,100040,Perspiria,135856386,"Perspiria papillata Vincx & Gourbault, 1989","Vincx & Gourbault, 1989",4348275,Animalia,"Perspiria papillata Vincx & Gourbault, 1989 (Animalia)",ZIRUG 040,5,,,,,,,,,
Ugent,20,11,1973,unknown,Ugent:UGMD:100041,UGMD,100041,Meloinema,136431703,"Meloinema kerongense Choi & Geraert, 1974","Choi & Geraert, 1974",7024756,Animalia,"Meloinema kerongense Choi & Geraert, 1974 (Animalia)",ZIRUG 041,2,,,"Broadleaf Lilac, Kerong Mt ",Korea,37.66399759999999,127.9784585,1973-11-19T23:00:00Z,,
Ugent,20,11,1973,unknown,Ugent:UGMD:100042,UGMD,100042,Meloinema,136431703,"Meloinema kerongense Choi & Geraert, 1974","Choi & Geraert, 1974",7024756,Animalia,"Meloinema kerongense Choi & Geraert, 1974 (Animalia)",ZIRUG 042,1,,,"Broadleaf Lilac, Kerong Mt ",Korea,37.66399759999999,127.9784585,1973-11-19T23:00:00Z,,
Ugent,20,11,1973,unknown,Ugent:UGMD:100043,UGMD,100043,Meloinema,136431703,"Meloinema kerongense Choi & Geraert, 1974","Choi & Geraert, 1974",7024756,Animalia,"Meloinema kerongense Choi & Geraert, 1974 (Animalia)",ZIRUG 043,1,,,"Broadleaf Lilac, Kerong Mt ",Korea,37.66399759999999,127.9784585,1973-11-19T23:00:00Z,,
Ugent,,,,unknown,Ugent:UGMD:100044,UGMD,100044,Discocriconemella,136619034,"Discocriconemella limitanea Luc, 1959","Luc, 1959",7022492,Animalia,"Discocriconemella limitanea Luc, 1959 (Animalia)",ZIRUG 044,4,,,"Pasoh Forest, Negeri Sembilan ",Malaysia,4.210484,101.975766,,,Criconematidae
Ugent,,,,unknown,Ugent:UGMD:100045,UGMD,100045,Discocriconemella,136619034,"Discocriconemella limitanea Luc, 1959","Luc, 1959",7022492,Animalia,"Discocriconemella limitanea Luc, 1959 (Animalia)",ZIRUG 045,13,,,"Pasoh Forest, Negeri Sembilan ",Malaysia,4.210484,101.975766,,,Criconematidae
Ugent,,,,unknown,Ugent:UGMD:100046,UGMD,100046,Discocriconemella,136430285,"Discocriconemella macramphidia De Grisse, 1967","De Grisse, 1967",7022507,Animalia,"Discocriconemella macramphidia De Grisse, 1967 (Animalia)",ZIRUG 046,,,,"Pasoh Forest, Negeri Sembilan ",Malaysia,4.210484,101.975766,,,Criconematidae
Ugent,,,,unknown,Ugent:UGMD:100047,UGMD,100047,Discocriconemella,136430285,"Discocriconemella macramphidia De Grisse, 1967","De Grisse, 1967",7022507,Animalia,"Discocriconemella macramphidia De Grisse, 1967 (Animalia)",ZIRUG 047,9,,,"Pasoh Forest, Negeri Sembilan ",Malaysia,4.210484,101.975766,,,Criconematidae
Ugent,8,8,1973,unknown,Ugent:UGMD:100048,UGMD,100048,Discocriconemella,7022500,"Discocriconemella pannosa Sauer & Winoto, 1975;","Sauer & Winoto, 1975",7022500,Animalia,Discocriconemella pannosa (Animalia),ZIRUG 048,5,  Paratype ,5 females,,Malaysia,4.210484,101.975766,1973-08-07T23:00:00Z,,Criconematidae
Ugent,8,8,1973,unknown,Ugent:UGMD:100049,UGMD,100049,Helicotylenchus,136512724,"Helicotylenchus paracanalis Sauer & Winoto, 1975","Sauer & Winoto, 1975",7021297,Animalia,"Helicotylenchus paracanalis Sauer & Winoto, 1975 (Animalia)",ZIRUG 049,4,,,"Pasoh Forest, Negeri Sembilan ",Malaysia,4.210484,101.975766,1973-08-07T23:00:00Z,,Hoplolaimidae
Ugent,8,8,1973,unknown,Ugent:UGMD:100050,UGMD,100050,Helicotylenchus,,,,,,Helicotylenchus pasoni,ZIRUG 050,4,  Paratype ,4 females,,Malaysia,4.210484,101.975766,1973-08-07T23:00:00Z,,Hoplolaimidae
Ugent,,,,unknown,Ugent:UGMD:100051,UGMD,100051,Desmodora,136407026,"Desmodora granulata Vincx & Gourbault, 1989","Vincx & Gourbault, 1989",4348194,Animalia,"Desmodora granulata Vincx & Gourbault, 1989 (Animalia)",ZIRUG 051,2,,,,,,,,,Desmodoridae
Ugent,17,8,1970,unknown,Ugent:UGMD:100052,UGMD,100052,Hemicycliophora,136429424,"Hemicycliophora koreana Choi & Geraert, 1971","Choi & Geraert, 1971",7023091,Animalia,"Hemicycliophora koreana Choi & Geraert, 1971 (Animalia)",ZIRUG 052,4,,,Pine tree; Pohang ,Korea,37.66399759999999,127.9784585,1970-08-16T23:00:00Z,,Hemicycliophoridae
Ugent,17,8,1970,unknown,Ugent:UGMD:100053,UGMD,100053,Hemicycliophora,136429424,"Hemicycliophora koreana Choi & Geraert, 1971","Choi & Geraert, 1971",7023091,Animalia,"Hemicycliophora koreana Choi & Geraert, 1971 (Animalia)",ZIRUG 053,1,,,Pine tree; Pohang ,Korea,37.66399759999999,127.9784585,1970-08-16T23:00:00Z,,Hemicycliophoridae
Ugent,17,8,1970,unknown,Ugent:UGMD:100054,UGMD,100054,Hemicycliophora,,,,,,Hemicycliophora juglansis,ZIRUG 054,7,,,Walnut Young Duk ,Korea,37.66399759999999,127.9784585,1970-08-16T23:00:00Z,,Hemicycliophoridae
Ugent,8,8,1973,unknown,Ugent:UGMD:100055,UGMD,100055,Discocriconemella,7022484,"Discocriconemella retroversa Sauer & Winoto, 1975;","Sauer & Winoto, 1975",7022484,Animalia,Discocriconemella retroversa (Animalia),ZIRUG 055,8,  Paratype ,8 females,,Malaysia,4.210484,101.975766,1973-08-07T23:00:00Z,,Criconematidae
Ugent,8,8,1973,unknown,Ugent:UGMD:100056,UGMD,100056,Discocriconemella,7022484,"Discocriconemella retroversa Sauer & Winoto, 1975;",,7022484,Animalia,Discocriconemella retroversa (Animalia),ZIRUG 056,6,  Paratype ,6 females,,Malaysia,4.210484,101.975766,1973-08-07T23:00:00Z,,Criconematidae
Ugent,8,8,1973,unknown,Ugent:UGMD:100057,UGMD,100057,Discocriconemella,7022484,"Discocriconemella retroversa Sauer & Winoto, 1975;",,7022484,Animalia,Discocriconemella retroversa (Animalia),ZIRUG 057,1,  Paratype ,,,Malaysia,4.210484,101.975766,1973-08-07T23:00:00Z,,Criconematidae
Ugent,8,8,1973,unknown,Ugent:UGMD:100058,UGMD,100058,Discocriconemella,7022484,"Discocriconemella retroversa Sauer & Winoto, 1975;",,7022484,Animalia,Discocriconemella retroversa (Animalia),ZIRUG 058,4,  Paratype ,4 males,,Malaysia,4.210484,101.975766,1973-08-07T23:00:00Z,,Criconematidae
Ugent,,,,unknown,Ugent:UGMD:100059,UGMD,100059,Nothotylenchus,136601361,"Nothotylenchus tuberosus Kheiri, 1971","Kheiri, 1971",7024555,Animalia,"Nothotylenchus tuberosus Kheiri, 1971 (Animalia)",ZIRUG 059,2,Holotype   ,1 female,,Iran,32.427908,53.688046,,,Anguinidae
Ugent,,,,unknown,Ugent:UGMD:100060,UGMD,100060,Merlinius,136513377,"Merlinius clavicaudatus Choi & Geraert, 1975","Choi & Geraert, 1975",7023552,Animalia,"Merlinius clavicaudatus Choi & Geraert, 1975 [=> Amplimerlinius clavicaudatus (Choi & Geraert, 1975)] (Animalia)",ZIRUG 060,9,Holotype Paratype ,"4 males, 2 females ",,,,,,,Belonolaimidae
Ugent,,,,unknown,Ugent:UGMD:100061,UGMD,100061,Hoplolaimus,116480361,"Hoplolaimus pararobustus (Schuurmans Stekhoven & Teunissen, 1938)","Schuurmans Stekhoven & Teunissen, 1938",4556428,Animalia,"Hoplolaimus pararobustus  (Schuurmans Stekhoven & Teunissen, 1938) (Animalia)",ZIRUG 061,1,   Lectotype,,,Democratic Republic of the Congo,,,,,Hoplolaimidae
Ugent,,,,unknown,Ugent:UGMD:100062,UGMD,100062,Hoplolaimus,116480361,"Hoplolaimus pararobustus (Schuurmans Stekhoven & Teunissen, 1938)","Schuurmans Stekhoven & Teunissen, 1938",4556428,Animalia,"Hoplolaimus pararobustus  (Schuurmans Stekhoven & Teunissen, 1938) (Animalia)",ZIRUG 062,6,   Paralectotype,"2 males, 2 females, 2 juveniles ",,Democratic Republic of the Congo,,,,,Hoplolaimidae
Ugent,,,,unknown,Ugent:UGMD:100063,UGMD,100063,Hoplolaimus,116480361,"Hoplolaimus pararobustus (Schuurmans Stekhoven & Teunissen, 1938)","Schuurmans Stekhoven & Teunissen, 1938",4556428,Animalia,"Hoplolaimus pararobustus  (Schuurmans Stekhoven & Teunissen, 1938) (Animalia)",ZIRUG 063,3,   Paralectotype,3 males,,Democratic Republic of the Congo,,,,,Hoplolaimidae
Ugent,,,,unknown,Ugent:UGMD:100064,UGMD,100064,Paratrichodorus,116482406,"Paratrichodorus tansaniensis Siddiqi, 1974","Siddiqi, 1974",4555352,Animalia,"Paratrichodorus tansaniensis Siddiqi, 1974 (Animalia)",ZIRUG 064,3,  Paratype ,3 females,,Tanzania,-6.369028,34.888822,,,Trichodoridae
Ugent,,,,unknown,Ugent:UGMD:100065,UGMD,100065,Paratrichodorus,136433684,"Paratrichodorus renifer Siddiqi, 1974","Siddiqi, 1974",4555348,Animalia,"Paratrichodorus renifer Siddiqi, 1974 (Animalia)",ZIRUG 065,2,  Paratype ,2 females,,Malawi,-13.254308,34.301525,,,Trichodoridae
Ugent,,,,unknown,Ugent:UGMD:100066,UGMD,100066,Trichodorus,116482428,"Trichodorus lusitanicus Siddiqi, 1974","Siddiqi, 1974",4555378,Animalia,"Trichodorus lusitanicus Siddiqi, 1974 (Animalia)",ZIRUG 066,7,  Paratype ,7 juveniles,,Portugal,39.39987199999999,-8.224454,,,Trichodoridae
Ugent,,,,unknown,Ugent:UGMD:100067,UGMD,100067,Paratrichodorus,136433684,"Paratrichodorus renifer Siddiqi, 1974","Siddiqi, 1974",4555348,Animalia,"Paratrichodorus renifer Siddiqi, 1974 (Animalia)",ZIRUG 067,2,  Paratype ,2 females,,Malawi,-13.254308,34.301525,,,Trichodoridae
Ugent,,,,unknown,Ugent:UGMD:100068,UGMD,100068,Drilocephalobus,116481027,"Drilocephalobus coomansi Ali & al., 1974","Ali et al., 1974",4557896,Animalia,"Drilocephalobus coomansi Ali et al., 1974 (Animalia)",ZIRUG 068,2,,,,,,,,,Cephalobidae
Ugent,,,,unknown,Ugent:UGMD:100069,UGMD,100069,Drilocephalobus,116481027,"Drilocephalobus coomansi Ali & al., 1974","Ali et al., 1974",4557896,Animalia,"Drilocephalobus coomansi Ali et al., 1974 (Animalia)",ZIRUG 069,2,,,,,,,,,Cephalobidae
Ugent,,,,unknown,Ugent:UGMD:100070,UGMD,100070,Drilocephalobus,116481028,"Drilocephalobus goodeyi Ali & al., 1974","Ali et al., 1974",4557895,Animalia,"Drilocephalobus goodeyi Ali et al., 1974 (Animalia)",ZIRUG 070,3,  Paratype ,3 females,,,,,,,Cephalobidae
Ugent,,,,unknown,Ugent:UGMD:100071,UGMD,100071,Nothotylenchus,136601361,"Nothotylenchus tuberosus Kheiri, 1971","Kheiri, 1971",7024555,Animalia,"Nothotylenchus tuberosus Kheiri, 1971 (Animalia)",ZIRUG 071,13,  Paratype ,2 males,,Iran,32.427908,53.688046,,,Anguinidae
Ugent,28,7,1972,unknown,Ugent:UGMD:100072,UGMD,100072,Merlinius,,,Degrisse,,,Merlinius pseudonanus,ZIRUG 072,4,Holotype Paratype ,"2 females, 1 male, 1 juvenile ",,Bosnië,,,1972-07-27T23:00:00Z,,Belonolaimidae
